"Year","Make","Model","HorsePower","Price","ConsumerRating","ConsumerReviews","SellerType","SellerName","SellerRating","SellerReviews","StreetName","State","Zipcode","DealType","ComfortRating","InteriorDesignRating","PerformanceRating","ValueForMoneyRating","ExteriorStylingRating","ReliabilityRating","Color","InteriorColor","Drivetrain","MinMPG","MaxMPG","FuelType","Transmission","Engine","Engine Capacity(L)","Cylinder","VIN","Stock#","Mileage","bodyType","numberOfDoors"
"2019","BMW","X3 xDrive30i","249","30697","4.7","99","Dealer","Dublin INFINITI","4.7","53","6450 Dublin Ct Dublin","CA","94568","Good","4.7","4.7","4.8","4.3","4.8","4.6","Jet Black","Black","All-wheel Drive","22","29","Gasoline","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo","2","4","5UXTR9C56KLE16782","IKLE16782RP","63190","SUV","4"
"2017","BMW","X5 xDrive35i","306","3848","4.7","77","Dealer","BMW of Minnetonka","4.8","1614","15802 Wayzata Blvd Minnetonka","MN","55391","Good","4.8","4.7","4.7","4.4","4.8","4.7","Black Sapphire Metallic","Black","All-wheel Drive","18","24","Gasoline","8-Speed Automatic","3.0L I6 24V GDI DOHC Turbo","3","6","5UXKR0C30H0V82910","B11679B","44624","SUV","4"
"2018","BMW","X5 sDrive35i","306","38998","4.8","66","Dealer","CarMax Baton Rouge - Now offering Curbside Pickup and Home Delivery","2.9","6","6768 Siegen Ln Baton Rouge","LA","70809","Fair","4.8","4.9","4.9","4.5","4.9","4.8","Black","Black","Rear-wheel Drive","18","25","Gasoline","8-Speed Automatic","3.0L I6 24V GDI DOHC Turbo","3","6","5UXKR2C58J0X10121","22219683","54742","Crossover","4"
"2018","BMW","X1 xDrive28i","231","3159","4.8","79","Dealer","BMW of Alexandria","4.4","734","499 S Pickett St Alexandria","VA","22304","Good","4.7","4.7","4.8","4.6","4.8","4.8","Dark Olive Metallic","Oyster","All-wheel Drive","22","31","Gasoline","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo","2","4","WBXHT3C30J5L28219","L28219AN","19137","SUV","4"
"2019","BMW","X5 xDrive40i","340","51495","4.7","55","Dealer","Passport BMW","4.7","1123","4730 Auth Pl Marlow Heights","MD","20746","Fair","5","4.9","4.9","4.4","4.7","4.6","Jet Black","Ivory White","All-wheel Drive","20","26","Gasoline","8-Speed Automatic","3.0L I6 24V GDI DOHC Turbo","3","6","5UXCR6C55KLL37700","K64716","41452","SUV","4"
"2019","BMW","X3 sDrive30i","249","1745","4.7","99","Dealer","AE of Miami","3.5","63","5700 NW 27th Ave Miami","FL","33142","NA","4.7","4.7","4.8","4.3","4.8","4.6","Black","Black","Rear-wheel Drive","23","30","Gasoline","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo","2","4","5UXTR7C58KLF34272","F34272","59518","Crossover","4"
"2020","BMW","X5 M50i","530","6645","4.7","53","Dealer","26 Motors Bronx","3.7","3","4015 Boston Road Bronx","NY","10466","Good","4.8","4.8","4.8","4.4","4.7","4.7","Black","Brown","All-wheel Drive","16","22","Gasoline","8-Speed Automatic","4.4L V8 32V GDI DOHC Twin Turbo","4.4","8","5UXJU4C03L9C17975","C17975","25578","SUV","4"
"2011","BMW","328 i xDrive","245","10997","4.5","229","Dealer","BMW of North Haven","4.7","1913","610 Washington Ave North Haven","CT","6473","Fair","4.5","4.5","4.6","4.3","4.7","4.4","Black Sapphire Metallic","Saddle Brown","All-wheel Drive","17","26","Gasoline","6-Speed Automatic","3.0L I6 24V MPFI DOHC","3","6","WBAPK5C59BA661128","19200B","116399","Sedan","4"
"2018","BMW","X3 M40i","360","45991","4.8","64","Dealer","Porsche Westwood","4.4","114","411 Providence Hwy","RT","1","Good","4.9","4.9","4.8","4.4","4.9","4.6","Dark Graphite Metallic","Black","All-wheel Drive","20","27","Gasoline","8-Speed Automatic","3.0L I6 24V GDI DOHC Turbo","3","6","5UXTS3C50J0Y98292","J0Y98292","19772","SUV","4"
"2020","BMW","X5 sDrive40i","340","47998","4.7","53","Dealer","Mercedes-Benz of Birmingham","4.9","811","750 Mercedes Way Irondale","AL","35210","Good","4.8","4.8","4.8","4.4","4.7","4.7","Black Sapphire Metallic","Ivory White","Rear-wheel Drive","21","26","Gasoline","8-Speed Automatic","3.0L I6 24V GDI DOHC Turbo","3","6","5UXCR4C05L9B60706","UB60706","52481","Crossover","4"
"2014","BMW","Z4 sDrive35i","306","34560","4.9","23","Dealer","Oxmoor Chrysler","4.7","818","4520 Shelbyvile Rd Louisville","KY","40222","Fair","4.8","4.9","4.9","4.8","5","5","Alpine White","Coral Red","Rear-wheel Drive","19","26","Gasoline","7-Speed Automatic with Auto-Shift","3.0L I6 24V GDI DOHC Twin Turbo","3","6","WBALM7C56EE386318","CU5904","33580","Roadster","2"
"2021","BMW","X4 xDrive30i","245","56995","5","2","Dealer","United BMW","4.5","803","1501 Alpharetta Hwy Alpharetta","GA","30076","Good","5","5","5","5","5","5","Black Sapphire Metallic","Tacora Red","All-wheel Drive","23","29","Gasoline","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo","2","4","5UX2V1C08M9F00017","R41614G","22282","Wagon","4"
"2018","BMW","X5 xDrive35i","306","40916","4.8","66","Dealer","Passport Mazda","4.7","181","5050 Auth Way Camp Springs","MD","20746","Good","4.8","4.9","4.9","4.5","4.9","4.8","Jet Black","Black","All-wheel Drive","18","24","Gasoline","8-Speed Automatic","3.0L I6 24V GDI DOHC Turbo","3","6","5UXKR0C59J0Y04058","B1790","39515","SUV","4"
"2020","BMW","X3 M40i","360","51995","4.9","51","Dealer","Off Lease Only Palm Beach","4.9","27351","1200 S Congress Ave West Palm Beach","FL","33406","Fair","5","4.9","4.9","4.7","4.9","4.9","Glacier Silver Metallic","Canberra Beige","All-wheel Drive","21","27","Gasoline","8-Speed Automatic","3.0L I6 24V GDI DOHC Turbo","3","6","5UXTY9C09LLE60218","T355872","21810","SUV","4"
"2021","BMW","X3 xDrive30i","249","46593","4.7","29","Dealer","BMW of North Haven","4.7","1913","610 Washington Ave North Haven","CT","6473","Good","4.8","4.7","4.8","4.5","4.8","4.6","Alpine White","Black","All-wheel Drive","23","29","Gasoline","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo","2","4","5UXTY5C08M9G50132","19136B","15883","SUV","4"
"2021","BMW","X3 xDrive30i","249","46802","4.7","29","Dealer","AutoFair Volkswagen of Nashua","4.5","372","717 New Hampshire 101A Merrimack","NH","3054","Good","4.8","4.7","4.8","4.5","4.8","4.6","Alpine White","Black","All-wheel Drive","23","29","Gasoline","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo","2","4","5UXTY5C02M9F00498","VW04123T","15468","SUV","4"
"2008","BMW","335 335i","306","79800","4.5","109","Dealer","Kirkpatrick Auto Sales","2.9","34","11845 S Memorial Dr Bixby","OK","74008","Good","4.4","4.5","4.8","4.2","4.6","4.1","Jet Black","–","Rear-wheel Drive","19","29","Gasoline","Automatic","3.0L DOHC 24-valve DI I6 twin-turbocharged engine-inc: double-VA","3","6","WBAWB73508P042026","042026","110012","Sedan","4"
"2007","BMW","750 Li","450","7995","4.4","37","Dealer","Quality Motorcars","3.7","44","1406 Jackson St Richmond","TX","77469","NA","4.6","4.5","4.6","4","4.6","4","Silver","Gray","Rear-wheel Drive","17","23","Gasoline","Automatic 6-Speed","8 Cylinder Engine","4.4","8","WBAHN83597DT73242","7DT73242","99320","Sedan","4"
"2015","BMW","X5 xDrive50i","329","35923","4.7","97","Dealer","Exotic Motors","4.4","578","1600 Hicks Rd Rolling Meadows","IL","60008","Good","4.8","4.8","4.9","4.3","4.8","4.5","Carbon Black Metallic","Black","All-wheel Drive","15","22","Gasoline","8-Speed Automatic","4.4L V8 32V GDI DOHC Twin Turbo","4.4","8","5UXKR6C51F0J75602","J75602","30203","SUV","4"
"2019","BMW","X5 xDrive40i","340","55995","4.7","55","Dealer","United BMW","4.5","803","1501 Alpharetta Hwy Alpharetta","GA","30076","Good","5","4.9","4.9","4.4","4.7","4.6","Mineral White Metallic","Amarone","All-wheel Drive","20","26","Gasoline","8-Speed Automatic","3.0L I6 24V GDI DOHC Turbo","3","6","5UXCR6C50KLL27947","R41407A","19263","SUV","4"
"2019","BMW","X5 xDrive40i","340","51794","4.7","55","Dealer","Rick Case Kia at Gwinnett Place","4.5","748","3190 Satellite Pointe NW Duluth","GA","30096","Good","5","4.9","4.9","4.4","4.7","4.6","Alpine White","Amarone","All-wheel Drive","20","26","Gasoline","8-Speed Automatic","3.0L I6 24V GDI DOHC Turbo","3","6","5UXCR6C52KLL53014","KNG295121A","21845","SUV","4"
"2019","BMW","330 i","258","28252","4.9","30","Dealer","Brickell Mazda","4.7","1116","618 SW 8th St Miami","FL","33130","Good","4.9","4.9","5","4.6","4.9","4.9","Bronze Metallic","Beige","Rear-wheel Drive","26","36","Gasoline","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo","2","4","WBA5R1C51KAK08035","D621907B","49374","Sedan","4"
"2019","BMW","330 i xDrive","258","37522","4.9","30","Dealer","Key Hyundai of Manchester","4.8","2065","21 Hartford Tpke Vernon","CT","6066","Fair","4.9","4.9","5","4.6","4.9","4.9","Black Sapphire Metallic","Cognac","All-wheel Drive","25","34","Gasoline","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo","2","4","WBA5R7C57KAJ80549","KV5134","50001","Sedan","4"
"2019","BMW","540 i xDrive","340","49710","4.9","17","Dealer","Boch Honda","4.5","2420","279 Boston Providence Hwy Norwood","MA","2062","Great","4.9","4.9","5","4.6","5","4.8","Alpine White","Ivory White","All-wheel Drive","21","29","Gasoline","8-Speed Automatic","3.0L I6 24V GDI DOHC Turbo","3","6","WBAJE7C53KWW16875","PH94961","10609","Sedan","4"
"2021","BMW","X5 xDrive40i","340","60227","4.8","26","Dealer","Mark Kia ","4.4","1759","3333 N 89th St Scottsdale","AZ","85251","Good","4.9","5","4.9","4.6","4.9","4.9","Black Sapphire Metallic","Black","All-wheel Drive","21","25","Gasoline","8-Speed Automatic","3.0L I6 24V GDI DOHC Turbo","3","6","5UXCR6C07M9F08518","KT1642","18375","SUV","4"
"2021","BMW","X7 xDrive40i","381","78200","5","10","Dealer","Five Star Ford","4.9","7919","6618 NE Loop 820 North Richland Hills","TX","76180","Good","5","5","4.9","4.9","5","5","Black Sapphire Metallic","Black","All-wheel Drive","19","24","Gasoline","8-Speed Automatic","3.0L I6 24V GDI DOHC Turbo","3","6","5UXCW2C07M9F36501","NLB23739A","17307","SUV","4"
"2019","BMW","X4 xDrive30i","245","4548","4.6","21","Dealer","Autos of Dallas","4.3","1341","4472 W Plano Pkwy Plano","TX","75093","Fair","4.6","4.9","4.7","4.1","4.8","4.5","Dark Graphite","Black","All-wheel Drive","22","29","Gasoline","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo","2","4","5UXUJ3C50KLG53423","G53423","30537","Wagon","4"
"2019","BMW","X5 xDrive40i","340","53499","4.7","55","Dealer","BMW of Peoria","4.7","394","1720 West Pioneer Parkway Peoria","IL","61615","Good","5","4.9","4.9","4.4","4.7","4.6","Alpine White","Beige","All-wheel Drive","20","26","Gasoline","8-Speed Automatic","3.0L I6 24V GDI DOHC Turbo","3","6","5UXCR6C58KLL10474","W6568A","37135","SUV","4"
"2016","BMW","740 i","380","37998","4.8","5","Dealer","AutoNation Toyota Thornton Road","4.5","1371","1000 Blairs Bridge Rd Lithia Springs","GA","30122","Fair","5","5","4.2","4.8","5","4.8","White","–","Rear-wheel Drive","21","29","Gasoline","8-Speed Automatic","3.0L I6 24V GDI DOHC Turbo","3","6","WBA7E2C53GGD99927","GGD99927","48240","Sedan","4"
"2019","BMW","X3 xDrive30i","249","38598","4.7","99","Dealer","Genesee Valley Motors","4.8","652","1695 Interstate Drive Avon","NY","14414","Great","4.7","4.7","4.8","4.3","4.8","4.6","Alpine White","Black","All-wheel Drive","22","29","Gasoline","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo","2","4","5UXTR9C59KLP97380","GVD3036","31908","SUV","4"
"2015","BMW","328 i xDrive","245","22995","4.7","107","Dealer","North Coast Auto","4.7","111","1177 Fairport Rd Fairport","NY","14450","Fair","4.7","4.7","4.8","4.5","4.8","4.6","Black","Black","All-wheel Drive","22","33","Gasoline","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo","2","4","WBA3B3C53FF546472","11487","45325","Sedan","4"
"2018","BMW","M550 M550i xDrive","462","43995","4.6","13","Dealer","Maximum Auto Outlet","4","409","8503 Euclid Ave Manassas Park","VA","20111","Good","4.8","4.8","4.9","4.3","4.5","4.2","Azurite Black Metallic","Mocha","All-wheel Drive","16","25","Gasoline","Automatic","Engine: 4.4L TwinPower Turbo V8","4.4","8","WBAJB9C52JG464133","JG464133","68195","Sedan","4"
"2018","BMW","X1 xDrive28i","231","32783","4.8","79","Dealer","Richmond BMW","4.8","1205","8710 W Broad St Richmond","VA","23294","Fair","4.7","4.7","4.8","4.6","4.8","4.8","Mineral Gray Metallic","Black","All-wheel Drive","22","31","Gasoline","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo","2","4","WBXHT3Z37J4A66716","CRBP180106","34571","SUV","4"
"2019","BMW","330 i xDrive","258","36795","4.9","30","Dealer","BMW of Rockville","4.6","1611","1300 Rockville Pike Rockville","MD","20852","Good","4.9","4.9","5","4.6","4.9","4.9","Black Sapphire Metallic","Cognac","All-wheel Drive","25","34","Gasoline","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo","2","4","WBA5R7C55KFH26402","KFH26402","45558","Sedan","4"
"2019","BMW","X3 xDrive30i","249","37489","4.7","99","Dealer","Ourisman Hyundai Genesis of Bowie -Curbside Pick Up and Home Delivery Available","1.3","30","2404 Crain Hwy Bowie","MD","20716","Good","4.7","4.7","4.8","4.3","4.8","4.6","Black Sapphire Metallic","Black","All-wheel Drive","22","29","Gasoline","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo","2","4","5UXTR9C51KLD98076","226005A","45390","SUV","4"
"2019","BMW","X1 xDrive28i","231","32499","4.7","17","Dealer","DCH Honda of Nanuet","4.7","1335","10 Rte. 304 Nanuet","NY","10954","Fair","4.8","4.6","4.8","4.7","4.8","4.6","Brown Metallic","Oyster / Black","All-wheel Drive","22","31","Gasoline","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo","2","4","WBXHT3C52K5L38706","HNK863","45309","SUV","4"
"2019","BMW","X5 xDrive40i","340","44295","4.7","55","Dealer","INFINITI of Englewood","3.7","21","60 Rockwood Place ENGLEWOOD","NJ","7631","Good","5","4.9","4.9","4.4","4.7","4.6","Arctic Gray Metallic","Black","All-wheel Drive","20","26","Gasoline","8-SPEED A/T","Straight 6 Cylinder Engine","3","6","5UXCR6C50KLL31433","KLL31433","46377","SUV","4"
"2019","BMW","X7 xDrive40i","381","6406","4.1","22","Dealer","Brooklyn Mitsubishi","4.6","1252","5910 Church Ave Brooklyn","NY","11203","Good","4.5","4.6","4","3.4","4.5","3.5","Black Sapphire Metallic","Black","All-wheel Drive","20","25","Gasoline","8-Speed Automatic","3.0L I6 24V GDI DOHC Turbo","3","6","5UXCW2C51KL084151","KL084151","43029","SUV","4"
"2020","BMW","X3 xDrive30i","249","38995","4.9","51","Dealer","Penn Toyota","4.6","722","2400 Northern Blvd Greenvale","NY","11548","Great","5","4.9","4.9","4.7","4.9","4.9","Jet Black","Canberra Beige/Black","All-wheel Drive","24","29","Gasoline","Automatic","Intercooled Turbo Premium Unleaded I-4 2.0 L/122","2","4","5UXTY5C05L9B76719","U25961P","30507","SUV","4"
"2018","BMW","X5 xDrive35i","306","38688","4.8","66","Dealer","BMW Certified Pre-Owned Medford, A Herb Chambers Company","4.7","58","60 Mystic Avenue Medford","MA","2155","Good","4.8","4.9","4.9","4.5","4.9","4.8","Dark Graphite","Black","All-wheel Drive","18","24","Gasoline","8-Speed Automatic","3.0L I6 24V GDI DOHC Turbo","3","6","5UXKR0C56J0Y00548","BP1399","54249","SUV","4"
"2019","BMW","X5 xDrive40i","340","4999","4.7","55","Dealer","House of Imports","4.7","1271","6862 Auto Center Dr Buena Park","CA","90621","Fair","5","4.9","4.9","4.4","4.7","4.6","Arctic Gray Metallic","–","All-wheel Drive","20","26","Gasoline","8-Speed Automatic","3.0L I6 24V GDI DOHC Turbo","3","6","5UXCR6C50KLL00800","KLL00800","39765","SUV","4"
"2018","BMW","330 i xDrive","258","33998","4.8","32","Dealer","CarMax Fremont - Now offering Curbside Pickup and Home Delivery","4.8","1","44100 Christy St Fremont","CA","94538","Fair","4.9","4.7","4.9","4.6","4.8","4.8","White","Black","All-wheel Drive","23","33","Gasoline","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo","2","4","WBA8K3C55JA369774","22784592","48309","Sedan","4"
"2020","BMW","X3 xDrive30i","249","43961","4.9","51","Dealer","Schomp BMW","4.7","1804","1190 Plum Valley Ln Highlands Ranch","CO","80129","Good","5","4.9","4.9","4.7","4.9","4.9","Dark Graphite Metallic","Black","All-wheel Drive","24","29","Gasoline","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo","2","4","5UXTY5C03L9B18284","B221347A","31113","SUV","4"
"2019","BMW","330 i","258","35985","4.9","30","Dealer","Audi Plano","4.8","2692","5930 W Plano Pkwy Plano","TX","75093","Good","4.9","4.9","5","4.6","4.9","4.9","Jet Black","–","Rear-wheel Drive","26","36","Gasoline","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo","2","4","WBA5R1C55KAK06384","KAK06384","35027","Sedan","4"
"2019","BMW","X5 xDrive40i","340","49933","4.7","55","Dealer","BMW of Kansas City South","4.8","162","1200 W 104th St KCMO","MO","64114","Good","5","4.9","4.9","4.4","4.7","4.6","Arctic Gray Metallic","Black","All-wheel Drive","20","26","Gasoline","8-Speed Automatic","3.0L I6 24V GDI DOHC Turbo","3","6","5UXCR6C53KLL05179","X2656","36515","SUV","4"
"2017","BMW","X3 xDrive28i","245","29988","4.8","89","Dealer","Galleria BMW ","4.5","60","11290 Mandal Parkway D'Iberville","MS","39540","Good","4.8","4.8","4.9","4.5","4.8","4.9","Black Sapphire Metallic","Sand Beige","All-wheel Drive","21","28","Gasoline","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo","2","4","5UXWX9C34H0T21078","B22973A","50296","SUV","4"
"2019","BMW","540 i xDrive","340","49788","4.9","17","Dealer","BMW of Gwinnett Place","4.7","846","3264 Commerce Ave Duluth","GA","30096","Good","4.9","4.9","5","4.6","5","4.8","Dark Graphite Metallic","Black","All-wheel Drive","21","29","Gasoline","8-Speed Automatic","3.0L I6 24V GDI DOHC Turbo","3","6","WBAJE7C54KWW12219","P43262","33943","Sedan","4"
"2021","BMW","X7 xDrive40i","381","83520","5","10","Dealer","Bentley Jacksonville","4.8","112","7137 Bonneval Rd Jacksonville","FL","32256","Fair","5","5","4.9","4.9","5","5","Black Sapphire Metallic","Black","All-wheel Drive","19","24","Gasoline","8-Speed Automatic","3.0L I6 24V GDI DOHC Turbo","3","6","5UXCW2C05M9E18902","JBE18902T","11422","SUV","4"
"2018","BMW","M550 i xDrive","530","47994","4.6","13","Dealer","Ourisman Super Center","1","1","15301 N. Frederick Road Rockville","MD","20852","Great","4.8","4.8","4.9","4.3","4.5","4.2","Bluestone Metallic","Mocha","All-wheel Drive","16","25","Gasoline","8-Speed Automatic","4.4L V8 32V GDI DOHC Twin Turbo","4.4","8","WBAJB9C55JB036263","3559P","42989","Sedan","4"
"2014","BMW","435 i xDrive","241","22995","4.8","28","Dealer","Victory Mitsubishi","3.4","472","4070 Boston rd Bronx","NY","10475","Good","4.8","4.7","4.9","4.5","5","4.8","Alpine White","Coral Red / Black","All-wheel Drive","20","30","Gasoline","8-Speed Automatic","3.0L I6 24V GDI DOHC Turbo","3","6","WBA3R5C50EK186381","17261TS","59517","Sedan","4"
"2016","BMW","X1 xDrive 28i","231","25510","4.6","40","Dealer","Balise Volkswagen","4.5","387","525 Quaker Ln West Warwick","RI","2893","Fair","4.5","4.5","4.8","4.5","4.8","4.7","Jet Black","Black","All-wheel Drive","22","32","Gasoline","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo","2","4","WBXHT3C3XGP883823","VW12881A","48743","SUV","4"
"2019","BMW","X7 xDrive40i","381","73988","4.1","22","Dealer","Marin Mazda","3.4","25","807 Francisco Blvd E San Rafael","CA","94901","Good","4.5","4.6","4","3.4","4.5","3.5","Alpine White","Beige","All-wheel Drive","20","25","Gasoline","8-Speed Automatic","3.0L I6 24V GDI DOHC Turbo","3","6","5UXCW2C59KL083796","16175","12384","SUV","4"
"2019","BMW","540 i","340","47995","4.9","17","Dealer","Corvette Warehouse","4.1","124","2158 W Northwest Hwy #400 Dallas","TX","75220","Good","4.9","4.9","5","4.6","5","4.8","Jet Black","Black","Rear-wheel Drive","21","29","Gasoline","8-Speed Automatic","3.0L I6 24V GDI DOHC Turbo","3","6","WBAJE5C5XKBM76741","M76741","30161","Sedan","4"
"2019","BMW","M850 i xDrive","530","8188","5","5","Dealer","Autos of Dallas","4.3","1341","4472 W Plano Pkwy Plano","TX","75093","Good","5","5","5","4.8","5","5","Black Sapphire Metallic","Black","All-wheel Drive","18","25","Gasoline","8-Speed Automatic","4.4L V8 32V GDI DOHC Twin Turbo","4.4","8","WBABC4C51KBJ35720","J35720","19163","Coupe","2"
"2015","BMW","M4 Base","431","43713","4.8","45","Dealer","Northshore Motors","3.4","237","180 Michael Dr Syosset","NY","11791","Good","4.6","4.7","4.9","4.4","4.9","4.8","Orange","Opal White","Rear-wheel Drive","17","26","Gasoline","7-Speed Automatic with Auto-Shift","3.0L I6 24V GDI DOHC Twin Turbo","3","6","WBS3R9C53FK332180","332180","38452","Coupe","2"
"2019","BMW","X3 xDrive30i","249","39998","4.7","99","Dealer","CarMax Loveland - Now offering Curbside Pickup and Home Delivery","3.4","8","3760 Byrd Dr Loveland","CO","80538","Fair","4.7","4.7","4.8","4.3","4.8","4.6","Silver","Black","All-wheel Drive","22","29","Gasoline","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo","2","4","5UXTR9C55KLP94976","22777004","31351","SUV","4"
"2018","BMW","X5 xDrive35i","306","37906","4.8","66","Dealer","Lindsay Volkswagen of Dulles","4.8","1782","22455 Lindsay Cars Ct Sterling","VA","20166","Fair","4.8","4.9","4.9","4.5","4.9","4.8","Alpine White","Black","All-wheel Drive","18","24","Gasoline","8-Speed Automatic","3.0L I6 24V GDI DOHC Turbo","3","6","5UXKR0C50J0X88462","VP12003A","73009","SUV","4"
"2018","BMW","X1 xDrive28i","231","2959","4.8","79","Dealer","BMW of Alexandria","4.4","734","499 S Pickett St Alexandria","VA","22304","Fair","4.7","4.7","4.8","4.6","4.8","4.8","Dark Olive Metallic","Beige","All-wheel Drive","22","31","Gasoline","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo","2","4","WBXHT3C31J5K32020","K32020PC","38749","SUV","4"
